,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
9211,user_845,the handle is chunkier,36ZN444YTTR6ZBZTBX29M4KL200OIQ,222.0,5314b350d816db25fa3fe405f2a25e27,knife,ShapeNet,b918bf1a07d71b4f1b9c8e2fdbfc1118,knife,ShapeNet,False,knife/ShapeNet/b918bf1a07d71b4f1b9c8e2fdbfc1118,knife/ShapeNet/5314b350d816db25fa3fe405f2a25e27,True,knife,knife,0,"['the', 'handle', 'is', 'chunky', '-er']",5,the handle is chunky -er,train,train,train,train,"[1, 10, 29, 7, 585, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9212,user_1651,Handle is much thicker,3WZ36BJEV59CPVQV14WRURMV6NWBTZ,124.0,5314b350d816db25fa3fe405f2a25e27,knife,ShapeNet,b918bf1a07d71b4f1b9c8e2fdbfc1118,knife,ShapeNet,False,knife/ShapeNet/b918bf1a07d71b4f1b9c8e2fdbfc1118,knife/ShapeNet/5314b350d816db25fa3fe405f2a25e27,True,knife,knife,0,"['handle', 'is', 'much', 'thick', '-er']",5,handle is much thick -er,train,train,train,train,"[1, 29, 7, 59, 54, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9213,user_221,The handle is open ended.,3F6HPJW4JFTATZUTDG8RGIQQGB22WF,107.0,1943c87f92ac76e112cad8be168fe72d,knife,ShapeNet,3d2cb9d291ec39dc58a42593b26221da,knife,ShapeNet,False,knife/ShapeNet/3d2cb9d291ec39dc58a42593b26221da,knife/ShapeNet/1943c87f92ac76e112cad8be168fe72d,True,knife,knife,0,"['the', 'handle', 'is', 'open', 'ended']",5,the handle is open ended,train,train,train,train,"[1, 10, 29, 7, 312, 1392, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9214,user_657,the blade has more width,31LVTDXBL93BMPZFOSGQ8FHIUSPLRN,68.0,1943c87f92ac76e112cad8be168fe72d,knife,ShapeNet,3d2cb9d291ec39dc58a42593b26221da,knife,ShapeNet,False,knife/ShapeNet/3d2cb9d291ec39dc58a42593b26221da,knife/ShapeNet/1943c87f92ac76e112cad8be168fe72d,True,knife,knife,0,"['the', 'blade', 'has', 'more', 'width']",5,the blade has more width,train,train,train,train,"[1, 10, 572, 24, 34, 358, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9219,user_221,The blade is longer.,34V1S5K3GUUNZ40M77A2SBZRYH369Y,94.0,ad5716a9d9b75daf812bade9b93f0eaa,knife,ShapeNet,47f56f25d4582327cb77d096d6538915,knife,ShapeNet,False,knife/ShapeNet/47f56f25d4582327cb77d096d6538915,knife/ShapeNet/ad5716a9d9b75daf812bade9b93f0eaa,False,knife,knife,0,"['the', 'blade', 'is', 'long', '-er']",5,the blade is long -er,train,train,train,train,"[1, 10, 572, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9220,user_1886,The handle butt is pointed and sharp,3LBXNTKX0TO0IJKI8UJSSOCBVFX9XE,152.0,ad5716a9d9b75daf812bade9b93f0eaa,knife,ShapeNet,47f56f25d4582327cb77d096d6538915,knife,ShapeNet,False,knife/ShapeNet/47f56f25d4582327cb77d096d6538915,knife/ShapeNet/ad5716a9d9b75daf812bade9b93f0eaa,False,knife,knife,0,"['the', 'handle', 'butt', 'is', 'pointed', 'and', 'sharp']",7,the handle butt is pointed and sharp,train,train,train,train,"[1, 10, 29, 1387, 7, 387, 47, 206, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9221,user_505,Target has nothing circular on the handle,3TUI152ZZDGYKHGBI397JAYZ05TQ16,74.0,4fdd99c04126b0027037e93b1456fd1d,knife,ShapeNet,1640911b9dc0ef0da95c6095f89cd899,knife,ShapeNet,False,knife/ShapeNet/1640911b9dc0ef0da95c6095f89cd899,knife/ShapeNet/4fdd99c04126b0027037e93b1456fd1d,False,knife,knife,0,"['target', 'has', 'nothing', 'circular', 'on', 'the', 'handle']",7,target has nothing circular on the handle,train,train,train,train,"[1, 11, 24, 1394, 102, 20, 10, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9222,user_903,The handle is not as wide,373ERPL3YQ1Z527KX1IHU6RZOAUTRR,39.0,4fdd99c04126b0027037e93b1456fd1d,knife,ShapeNet,1640911b9dc0ef0da95c6095f89cd899,knife,ShapeNet,False,knife/ShapeNet/1640911b9dc0ef0da95c6095f89cd899,knife/ShapeNet/4fdd99c04126b0027037e93b1456fd1d,False,knife,knife,0,"['the', 'handle', 'is', 'not', 'as', 'wide']",6,the handle is not as wide,train,train,train,train,"[1, 10, 29, 7, 40, 52, 83, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9225,user_845,the blade is split down the middle,34S9DKFK75IA7QEME0OZT3E429VYNT,172.0,ea2a14aa25e34566ed60d0c28bcebc7c,knife,ShapeNet,d6924db1f51953eecaecbfc7057f661f,knife,ShapeNet,False,knife/ShapeNet/d6924db1f51953eecaecbfc7057f661f,knife/ShapeNet/ea2a14aa25e34566ed60d0c28bcebc7c,True,knife,knife,0,"['the', 'blade', 'is', 'split', 'down', 'the', 'middle']",7,the blade is split down the middle,train,train,train,train,"[1, 10, 572, 7, 1269, 44, 10, 232, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9232,user_903,Its handle is straighter,3U0SRXB7CFY1AP2005W5L7L7ZO6RNE,90.0,581ad58ce8664d2d4ff0e6230d32c1e3,knife,ShapeNet,d7cd204b24ccfc99baa86a06fa108e26,knife,ShapeNet,False,knife/ShapeNet/d7cd204b24ccfc99baa86a06fa108e26,knife/ShapeNet/581ad58ce8664d2d4ff0e6230d32c1e3,True,knife,knife,0,"['its', 'handle', 'is', 'straight', '-er']",5,its handle is straight -er,train,train,train,train,"[1, 5, 29, 7, 114, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9234,user_1886,It has a rectangular thick handle,3YWRV122CUS8NA7DYX2R8LIWHRUU8E,169.0,34cb3fade2a5de47ffb638a278d56097,knife,ShapeNet,b776aa0216ea6cc8fa45e0e67b513758,knife,ShapeNet,False,knife/ShapeNet/b776aa0216ea6cc8fa45e0e67b513758,knife/ShapeNet/34cb3fade2a5de47ffb638a278d56097,True,knife,knife,0,"['it', 'has', 'a', 'rectangular', 'thick', 'handle']",6,it has a rectangular thick handle,test,train,test,train,"[1, 23, 24, 26, 128, 54, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9235,user_803,the blade has two cutting edges.,3QAPZX2QN66HL9T8K9F69NHMF7L20D,50.0,960333056428b9302393df8f7c1d9394,knife,ShapeNet,481f304ae81616c54e09ebaf49b0cb2f,knife,ShapeNet,False,knife/ShapeNet/481f304ae81616c54e09ebaf49b0cb2f,knife/ShapeNet/960333056428b9302393df8f7c1d9394,True,knife,knife,0,"['the', 'blade', 'has', 'two', 'cutting', 'edges']",6,the blade has two cutting edges,train,train,train,train,"[1, 10, 572, 24, 17, 1386, 325, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9236,user_903,Its blade is taller,3UWN2HHPU0YDB42DFUWABHQ3LV8SNW,33.0,960333056428b9302393df8f7c1d9394,knife,ShapeNet,481f304ae81616c54e09ebaf49b0cb2f,knife,ShapeNet,False,knife/ShapeNet/481f304ae81616c54e09ebaf49b0cb2f,knife/ShapeNet/960333056428b9302393df8f7c1d9394,True,knife,knife,0,"['its', 'blade', 'is', 'tall', '-er']",5,its blade is tall -er,train,train,train,train,"[1, 5, 572, 7, 53, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9237,user_161,The blade has a sharper point.,3QJOXOW4XLK6J3CV2YX59LXOF8UMEI,161.0,832cbaf563c649305eec6d8d24f1fde1,knife,ShapeNet,cb95eb6a8a62cb46127075892a2f27e9,knife,ShapeNet,False,knife/ShapeNet/cb95eb6a8a62cb46127075892a2f27e9,knife/ShapeNet/832cbaf563c649305eec6d8d24f1fde1,False,knife,knife,0,"['the', 'blade', 'has', 'a', 'sharp', '-er', 'point']",7,the blade has a sharp -er point,train,train,train,train,"[1, 10, 572, 24, 26, 206, 9, 412, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9238,user_1718,The handle is thicker in size,3QEMNNSB2ZSI6UR82XKWKLIDK6CD7H,65.0,832cbaf563c649305eec6d8d24f1fde1,knife,ShapeNet,cb95eb6a8a62cb46127075892a2f27e9,knife,ShapeNet,False,knife/ShapeNet/cb95eb6a8a62cb46127075892a2f27e9,knife/ShapeNet/832cbaf563c649305eec6d8d24f1fde1,False,knife,knife,0,"['the', 'handle', 'is', 'thick', '-er', 'in', 'size']",7,the handle is thick -er in size,train,train,train,train,"[1, 10, 29, 7, 54, 9, 90, 377, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9239,user_345,handle is flat,3LBXNTKX0TO0IJKI8UJSSOCBVFL9X2,98.0,508ca8fa00e0cbb3e168961dc7b88f65,knife,ShapeNet,61c24b66ee29c936813a3b78020f767c,knife,ShapeNet,False,knife/ShapeNet/61c24b66ee29c936813a3b78020f767c,knife/ShapeNet/508ca8fa00e0cbb3e168961dc7b88f65,True,knife,knife,0,"['handle', 'is', 'flat']",3,handle is flat,train,train,train,train,"[1, 29, 7, 129, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9240,user_845,the handle is longer,3PWWM24LHURZ3YYBFDSL22N4Y0428X,100.0,508ca8fa00e0cbb3e168961dc7b88f65,knife,ShapeNet,61c24b66ee29c936813a3b78020f767c,knife,ShapeNet,False,knife/ShapeNet/61c24b66ee29c936813a3b78020f767c,knife/ShapeNet/508ca8fa00e0cbb3e168961dc7b88f65,True,knife,knife,0,"['the', 'handle', 'is', 'long', '-er']",5,the handle is long -er,train,train,train,train,"[1, 10, 29, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9243,user_221,The handle is planar (flat).,3X4MXAO0BIHRXJBES6NSHQYYS0YRWT,160.0,819e16fd120732f4609e2d916fa0da27,knife,ShapeNet,c0ddcd295d84beb696196068f29f233,knife,ShapeNet,False,knife/ShapeNet/c0ddcd295d84beb696196068f29f233,knife/ShapeNet/819e16fd120732f4609e2d916fa0da27,False,knife,knife,0,"['the', 'handle', 'is', 'planar', 'flat']",5,the handle is planar flat,train,train,train,train,"[1, 10, 29, 7, 1395, 129, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9244,user_1311,The target knife has a blade that is hooked as opposed to serrated,3WRFBPLXRCH9RNHYPFV939IRTCG3NG,87.0,819e16fd120732f4609e2d916fa0da27,knife,ShapeNet,c0ddcd295d84beb696196068f29f233,knife,ShapeNet,False,knife/ShapeNet/c0ddcd295d84beb696196068f29f233,knife/ShapeNet/819e16fd120732f4609e2d916fa0da27,False,knife,knife,0,"['the', 'target', 'knife', 'has', 'a', 'blade', 'that', 'is', 'hooked', 'as', 'opposed', 'to', 'serrated']",13,the target knife has a blade that is hooked as opposed to serrated,train,train,train,train,"[1, 10, 11, 1383, 24, 26, 572, 172, 7, 1396, 52, 171, 58, 824, 2, 0, 0, 0]",blade
9245,user_221,There is a whole in the blade.,3QY5DC2MXTDH2PH06B8XIDZI4WEFUP,111.0,6d542cef32a690f248c2fa4fb6bd3e62,knife,ShapeNet,dac1fc01fb44b2b9cb7078d644842b01,knife,ShapeNet,False,knife/ShapeNet/dac1fc01fb44b2b9cb7078d644842b01,knife/ShapeNet/6d542cef32a690f248c2fa4fb6bd3e62,True,knife,knife,0,"['there', 'is', 'a', 'whole', 'in', 'the', 'blade']",7,there is a whole in the blade,train,train,train,train,"[1, 15, 7, 26, 472, 90, 10, 572, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9247,user_803,The knife has a diamond shaped blade.,3DH6GAKTY0I4OFS5HOZTOQLDCNUYZ1,97.0,ce07e9a3b66742926cb0c1a2f69481e6,knife,ShapeNet,a9a091c148dcd07a156edd8a0a2b1378,knife,ShapeNet,False,knife/ShapeNet/a9a091c148dcd07a156edd8a0a2b1378,knife/ShapeNet/ce07e9a3b66742926cb0c1a2f69481e6,False,knife,knife,0,"['the', 'knife', 'has', 'a', 'diamond', 'shaped', 'blade']",7,the knife has a diamond shaped blade,train,train,train,train,"[1, 10, 1383, 24, 26, 413, 14, 572, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9249,user_541,blade is longer,3EQHHY4HQUL6VANGGU67SM7E6VMG5A,123.0,198a109dc6c19ba4c09190536c002dc,knife,ShapeNet,ac2ad0d425f80152ea88f776c5c6a310,knife,ShapeNet,False,knife/ShapeNet/ac2ad0d425f80152ea88f776c5c6a310,knife/ShapeNet/198a109dc6c19ba4c09190536c002dc,False,knife,knife,0,"['blade', 'is', 'long', '-er']",4,blade is long -er,test,train,test,train,"[1, 572, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9250,user_845,it has a longer blade,33ISQZVXPRFEDJGQTIXWG1S90I2CCM,282.0,198a109dc6c19ba4c09190536c002dc,knife,ShapeNet,ac2ad0d425f80152ea88f776c5c6a310,knife,ShapeNet,False,knife/ShapeNet/ac2ad0d425f80152ea88f776c5c6a310,knife/ShapeNet/198a109dc6c19ba4c09190536c002dc,False,knife,knife,0,"['it', 'has', 'a', 'long', '-er', 'blade']",6,it has a long -er blade,test,train,test,train,"[1, 23, 24, 26, 32, 9, 572, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9251,user_221,The handle is much larger.,37QW5D2ZRIFS8XF99S7RTK08WU58S8,115.0,38798b7013607bbf1e0b76f10c6e38af,knife,ShapeNet,42d9f9c31522d61e8cf144cdbb59254f,knife,ShapeNet,False,knife/ShapeNet/42d9f9c31522d61e8cf144cdbb59254f,knife/ShapeNet/38798b7013607bbf1e0b76f10c6e38af,True,knife,knife,0,"['the', 'handle', 'is', 'much', 'large', '-er']",6,the handle is much large -er,train,train,train,train,"[1, 10, 29, 7, 59, 94, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9253,user_221,The blade has no serrated region.,3VFJCI1K41SV0XLED1JAVNCAYBYRGI,138.0,8bd5c4f395695ebdf40d02cc9d84a93a,knife,ShapeNet,681cb407b784758b74d6554e3155d415,knife,ShapeNet,False,knife/ShapeNet/681cb407b784758b74d6554e3155d415,knife/ShapeNet/8bd5c4f395695ebdf40d02cc9d84a93a,False,knife,knife,0,"['the', 'blade', 'has', 'no', 'serrated', 'region']",6,the blade has no serrated region,train,train,train,train,"[1, 10, 572, 24, 123, 824, 1397, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9255,user_221,The blade has a slot indention in it.,3IO1LGZLKBQNLZHC2F4OSF4GEBL86B,246.0,d3ba7967cea5550405f236096897d,knife,ShapeNet,5aaec976445f88662b994aa4e028ede1,knife,ShapeNet,False,knife/ShapeNet/5aaec976445f88662b994aa4e028ede1,knife/ShapeNet/d3ba7967cea5550405f236096897d,True,knife,knife,0,"['the', 'blade', 'has', 'a', 'slot', 'indention', 'in', 'it']",8,the blade has a slot indention in it,train,train,train,train,"[1, 10, 572, 24, 26, 1398, 1399, 90, 23, 2, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9256,user_903,Its handle is thicker,3IX2EGZR7DC5RZBFL74DS04QQ98JRJ,37.0,d3ba7967cea5550405f236096897d,knife,ShapeNet,5aaec976445f88662b994aa4e028ede1,knife,ShapeNet,False,knife/ShapeNet/5aaec976445f88662b994aa4e028ede1,knife/ShapeNet/d3ba7967cea5550405f236096897d,True,knife,knife,0,"['its', 'handle', 'is', 'thick', '-er']",5,its handle is thick -er,train,train,train,train,"[1, 5, 29, 7, 54, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9257,user_845,the blade has holes,3RU7GD8VPQMDEPEQV992F6VYL3YPS0,311.0,508ca8fa00e0cbb3e168961dc7b88f65,knife,ShapeNet,9746101f20473d346bbd83c2bc4c3b2e,knife,ShapeNet,False,knife/ShapeNet/9746101f20473d346bbd83c2bc4c3b2e,knife/ShapeNet/508ca8fa00e0cbb3e168961dc7b88f65,False,knife,knife,0,"['the', 'blade', 'has', 'holes']",4,the blade has holes,train,train,train,train,"[1, 10, 572, 24, 234, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9258,user_1427,The blade is serrated.,3XIQGXAUME1W40WPTXL8ESL50PZ7XQ,29.0,508ca8fa00e0cbb3e168961dc7b88f65,knife,ShapeNet,9746101f20473d346bbd83c2bc4c3b2e,knife,ShapeNet,False,knife/ShapeNet/9746101f20473d346bbd83c2bc4c3b2e,knife/ShapeNet/508ca8fa00e0cbb3e168961dc7b88f65,False,knife,knife,0,"['the', 'blade', 'is', 'serrated']",4,the blade is serrated,train,train,train,train,"[1, 10, 572, 7, 824, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9261,user_221,The blade has concave and convex curvature.,3J2UYBXQQN553AC97BR9Z0YYV7S60T,196.0,c71280ea272fbfed4b7644126b1d71e0,knife,ShapeNet,c19088b4c32c0f1d22b38218e60be05,knife,ShapeNet,False,knife/ShapeNet/c19088b4c32c0f1d22b38218e60be05,knife/ShapeNet/c71280ea272fbfed4b7644126b1d71e0,True,knife,knife,0,"['the', 'blade', 'has', 'concave', 'and', 'convex', 'curvature']",7,the blade has concave and convex curvature,train,train,train,train,"[1, 10, 572, 24, 390, 47, 1403, 749, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9262,user_677,The target's handle is shorter,32Z9ZLUT1ND63GO95FKOMSJ62QEOHW,98.0,c71280ea272fbfed4b7644126b1d71e0,knife,ShapeNet,c19088b4c32c0f1d22b38218e60be05,knife,ShapeNet,False,knife/ShapeNet/c19088b4c32c0f1d22b38218e60be05,knife/ShapeNet/c71280ea272fbfed4b7644126b1d71e0,True,knife,knife,0,"['the', 'target', ""'s"", 'handle', 'is', 'short', '-er']",7,the target 's handle is short -er,train,train,train,train,"[1, 10, 11, 12, 29, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9266,user_903,Its handle is thicker,36V4Q8R5ZMTVG620BPS532M2YGYMQK,35.0,1e491eee214ee77eb71f7555d9f1768d,knife,ShapeNet,23d7c17ddf80cd5549f73a97204d432b,knife,ShapeNet,False,knife/ShapeNet/23d7c17ddf80cd5549f73a97204d432b,knife/ShapeNet/1e491eee214ee77eb71f7555d9f1768d,True,knife,knife,0,"['its', 'handle', 'is', 'thick', '-er']",5,its handle is thick -er,test,train,test,train,"[1, 5, 29, 7, 54, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9267,user_203,The blade is not curved.,358UUM7WR1WC74ADKYFGPAZHZ8C7RS,101.0,20050969c1d7134cf69ec30ab244a145,knife,ShapeNet,7fa2fc6addfa9191b70d6d22050634f8,knife,ShapeNet,False,knife/ShapeNet/7fa2fc6addfa9191b70d6d22050634f8,knife/ShapeNet/20050969c1d7134cf69ec30ab244a145,True,knife,knife,0,"['the', 'blade', 'is', 'not', 'curved']",5,the blade is not curved,train,train,train,train,"[1, 10, 572, 7, 40, 51, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9269,user_1718,The blade is thinner,3HVVDCPGTGL823J6BWAB22KWRSKYTZ,82.0,481f304ae81616c54e09ebaf49b0cb2f,knife,ShapeNet,db7be6ac02bf5e48e2bb19fbad3e4596,knife,ShapeNet,False,knife/ShapeNet/db7be6ac02bf5e48e2bb19fbad3e4596,knife/ShapeNet/481f304ae81616c54e09ebaf49b0cb2f,True,knife,knife,0,"['the', 'blade', 'is', 'thin', '-er']",5,the blade is thin -er,train,train,train,train,"[1, 10, 572, 7, 60, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",blade
9270,user_1886,The handle has rivets,3NVC2EB65SS33MLCWH4KKPGYXUOY31,94.0,481f304ae81616c54e09ebaf49b0cb2f,knife,ShapeNet,db7be6ac02bf5e48e2bb19fbad3e4596,knife,ShapeNet,False,knife/ShapeNet/db7be6ac02bf5e48e2bb19fbad3e4596,knife/ShapeNet/481f304ae81616c54e09ebaf49b0cb2f,True,knife,knife,0,"['the', 'handle', 'has', 'rivets']",4,the handle has rivets,train,train,train,train,"[1, 10, 29, 24, 1405, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
9271,user_521,The handle has less bumps.,3JZQSN0I3S3YX7G5M6JGEYYRVMAFGW,128.0,e31978ce34a288461b22d29e47ec3f2,knife,ShapeNet,308f294e2fd166f78000bd932f680a79,knife,ShapeNet,False,knife/ShapeNet/308f294e2fd166f78000bd932f680a79,knife/ShapeNet/e31978ce34a288461b22d29e47ec3f2,True,knife,knife,0,"['the', 'handle', 'has', 'less', 'bumps']",5,the handle has less bumps,train,train,train,train,"[1, 10, 29, 24, 229, 1406, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
