,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
2612,user_1633,The target has a wider brim.,31LVTDXBL93BMPZFOSGQ8FHI039RL5,29.0,17507563e90313433f19716eab42752,cap,PartNet,b3ccfa337100028088f5610828331858,cap,PartNet,False,cap/PartNet/b3ccfa337100028088f5610828331858,cap/PartNet/17507563e90313433f19716eab42752,True,hat,hat,0,"['the', 'target', 'has', 'a', 'wide', '-er', 'brim']",7,the target has a wide -er brim,train,train,train,train,"[1, 10, 11, 24, 26, 83, 9, 601, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",brim
2613,user_1644,The crown is taller.,3ERET4BTVO2UYJLB9B432U495H3K9D,32.0,17507563e90313433f19716eab42752,cap,PartNet,b3ccfa337100028088f5610828331858,cap,PartNet,False,cap/PartNet/b3ccfa337100028088f5610828331858,cap/PartNet/17507563e90313433f19716eab42752,True,hat,hat,0,"['the', 'crown', 'is', 'tall', '-er']",5,the crown is tall -er,train,train,train,train,"[1, 10, 606, 7, 53, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",crown
2615,user_1689,"The target has a flat top, rather than creases.",3NPFYT4IZEXFXT7QM0P2K5YY538GXK,277.0,c1e8ad86328cefba1032b754478d4b36,cap,PartNet,f1a3280859c83c2ebfabbbce99807de9,cap,PartNet,False,cap/PartNet/f1a3280859c83c2ebfabbbce99807de9,cap/PartNet/c1e8ad86328cefba1032b754478d4b36,False,hat,hat,0,"['the', 'target', 'has', 'a', 'flat', 'top', 'rather', 'than', 'creases']",9,the target has a flat top rather than creases,train,train,train,train,"[1, 10, 11, 24, 26, 129, 99, 466, 131, 613, 2, 0, 0, 0, 0, 0, 0, 0]",crown
2617,user_920,The target ha a design on top.,3ZAZR5XV03BRLCR0LWH4RZTUFBGCZ5,56.0,b9be3ecb04284bebdde3c649189c2dd4,cap,PartNet,8b2951e32e0906bb5f6cb4951755315c,cap,ShapeNet,False,cap/ShapeNet/8b2951e32e0906bb5f6cb4951755315c,cap/PartNet/b9be3ecb04284bebdde3c649189c2dd4,False,cap,hat,0,"['the', 'target', 'ha', 'a', 'design', 'on', 'top']",7,the target ha a design on top,train,train,train,train,"[1, 10, 11, 614, 26, 192, 20, 99, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",crown
2623,user_786,Its crown height is less,3KGTPGBS6ZEX1V5OIGTQYU5T12N2UW,47.0,bf120175fed89392954cc04e9b526b85,cap,PartNet,c5d20fc28adf769b1802624b30ec569e,cap,PartNet,False,cap/PartNet/c5d20fc28adf769b1802624b30ec569e,cap/PartNet/bf120175fed89392954cc04e9b526b85,True,hat,hat,0,"['its', 'crown', 'height', 'is', 'less']",5,its crown height is less,train,train,train,train,"[1, 5, 606, 117, 7, 229, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",crown
2625,user_1633,The target has a wider brim.,3PPTZCWALSDVFD1JQEIZB4IBJQFZQV,43.0,bf120175fed89392954cc04e9b526b85,cap,PartNet,c5d20fc28adf769b1802624b30ec569e,cap,PartNet,False,cap/PartNet/c5d20fc28adf769b1802624b30ec569e,cap/PartNet/bf120175fed89392954cc04e9b526b85,True,hat,hat,0,"['the', 'target', 'has', 'a', 'wide', '-er', 'brim']",7,the target has a wide -er brim,train,train,train,train,"[1, 10, 11, 24, 26, 83, 9, 601, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",brim
2632,user_1529,The top of the hat comes to a point.,3HUTX6F6VWG2OQLRMUHHZOD4JH02OM,58.0,a0ab4dc115f1b4f3b26ac8618c0d5a9,cap,PartNet,13b825962a6217ff4691bd87e7b046b1,cap,PartNet,False,cap/PartNet/13b825962a6217ff4691bd87e7b046b1,cap/PartNet/a0ab4dc115f1b4f3b26ac8618c0d5a9,True,hat,hat,0,"['the', 'top', 'of', 'the', 'hat', 'comes', 'to', 'a', 'point']",9,the top of the hat comes to a point,train,train,train,train,"[1, 10, 99, 38, 10, 602, 88, 58, 26, 412, 2, 0, 0, 0, 0, 0, 0, 0]",crown
2633,user_1644,The crown is taller.,3C6FJU71TSMN2GYVB10L7Y6YGHIYU9,18.0,a0ab4dc115f1b4f3b26ac8618c0d5a9,cap,PartNet,13b825962a6217ff4691bd87e7b046b1,cap,PartNet,False,cap/PartNet/13b825962a6217ff4691bd87e7b046b1,cap/PartNet/a0ab4dc115f1b4f3b26ac8618c0d5a9,True,hat,hat,0,"['the', 'crown', 'is', 'tall', '-er']",5,the crown is tall -er,train,train,train,train,"[1, 10, 606, 7, 53, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",crown
2636,user_1633,"The target has a brim, not a visor.",3OONKJ5DKECWC3LN5NAS0HG8DMCBOU,23.0,6cfb76b40fc41da2a6e67635b9d1cee5,cap,ShapeNet,26239157c6539065895d3362333efa72,cap,PartNet,False,cap/PartNet/26239157c6539065895d3362333efa72,cap/ShapeNet/6cfb76b40fc41da2a6e67635b9d1cee5,False,hat,cap,0,"['the', 'target', 'has', 'a', 'brim', 'not', 'a', 'visor']",8,the target has a brim not a visor,train,train,train,train,"[1, 10, 11, 24, 26, 601, 40, 26, 605, 2, 0, 0, 0, 0, 0, 0, 0, 0]",brim
2638,user_920,The target's crown is rounded.,30BXRYBRP6QE8PXBW1BY3MWSB1HHWT,69.0,87c240c20a772f51e6e812c94ac516eb,cap,PartNet,a8ddbd8c9cdb3088d2eebe596133133e,cap,PartNet,False,cap/PartNet/a8ddbd8c9cdb3088d2eebe596133133e,cap/PartNet/87c240c20a772f51e6e812c94ac516eb,False,hat,hat,0,"['the', 'target', ""'s"", 'crown', 'is', 'rounded']",6,the target 's crown is rounded,val,train,val,train,"[1, 10, 11, 12, 606, 7, 48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",crown
2639,user_1143,The target has a rounded top,3X65QVEQI2G7GNAW6VQVJKIW028LCV,56.0,87c240c20a772f51e6e812c94ac516eb,cap,PartNet,a8ddbd8c9cdb3088d2eebe596133133e,cap,PartNet,False,cap/PartNet/a8ddbd8c9cdb3088d2eebe596133133e,cap/PartNet/87c240c20a772f51e6e812c94ac516eb,False,hat,hat,0,"['the', 'target', 'has', 'a', 'rounded', 'top']",6,the target has a rounded top,val,train,val,train,"[1, 10, 11, 24, 26, 48, 99, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",crown
2640,user_1644,The crown is shorter.,3LPW2N6LKVVP0SOB0ZVOW185LDXU5A,67.0,87c240c20a772f51e6e812c94ac516eb,cap,PartNet,a8ddbd8c9cdb3088d2eebe596133133e,cap,PartNet,False,cap/PartNet/a8ddbd8c9cdb3088d2eebe596133133e,cap/PartNet/87c240c20a772f51e6e812c94ac516eb,False,hat,hat,0,"['the', 'crown', 'is', 'short', '-er']",5,the crown is short -er,val,train,val,train,"[1, 10, 606, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",crown
2641,user_786,Its crown is shaped like a dome,3A4TN5196MB5URR6FABXRSPPJLYHCJ,54.0,824e0bb9c53a50d27c010a074193cb9e,cap,PartNet,d18c3ce1f186c16976bb31db0358e9c6,cap,ShapeNet,False,cap/ShapeNet/d18c3ce1f186c16976bb31db0358e9c6,cap/PartNet/824e0bb9c53a50d27c010a074193cb9e,False,cap,hat,0,"['its', 'crown', 'is', 'shaped', 'like', 'a', 'dome']",7,its crown is shaped like a dome,train,train,train,train,"[1, 5, 606, 7, 14, 35, 26, 159, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",crown
