,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
61483,user_507,the handle has many holes,3HQUKB7LNH7WBZ2M12PY2JM5W0XHHW,26.0,21b60b5519668987a75d03186a0409e2,bag,PartNet,3077a9b76724b6d35de21284bb515a83,bag,ShapeNet,False,bag/ShapeNet/3077a9b76724b6d35de21284bb515a83,bag/PartNet/21b60b5519668987a75d03186a0409e2,True,bag,bag,0,"['the', 'handle', 'has', 'many', 'holes']",5,the handle has many holes,train,train,train,train,"[1, 10, 29, 24, 30, 234, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61484,user_786,The handle has four large finger holes in it,3TVSS0C0E3T4DYO6WVSNH5ZGMEOTWT,87.0,21b60b5519668987a75d03186a0409e2,bag,PartNet,3077a9b76724b6d35de21284bb515a83,bag,ShapeNet,False,bag/ShapeNet/3077a9b76724b6d35de21284bb515a83,bag/PartNet/21b60b5519668987a75d03186a0409e2,True,bag,bag,0,"['the', 'handle', 'has', 'four', 'large', 'finger', 'holes', 'in', 'it']",9,the handle has four large finger holes in it,train,train,train,train,"[1, 10, 29, 24, 322, 94, 1382, 234, 90, 23, 2, 0, 0, 0, 0, 0, 0, 0]",strap
61486,user_713,single handle,3HFNH7HEMJ7VOW6E0MUAQX258JAQGO,192.0,54020887fae8cea02d9a3aad1271738b,bag,PartNet,20b4891228ecfb4876bb31db0358e9c6,bag,ShapeNet,False,bag/ShapeNet/20b4891228ecfb4876bb31db0358e9c6,bag/PartNet/54020887fae8cea02d9a3aad1271738b,True,bag,bag,0,"['single', 'handle']",2,single handle,train,train,train,train,"[1, 86, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61488,user_1894,The top is curved at both ends of the body.,3G2UL9A02F7JLLCTSACIEF8L9FD763,296.0,54020887fae8cea02d9a3aad1271738b,bag,PartNet,20b4891228ecfb4876bb31db0358e9c6,bag,ShapeNet,False,bag/ShapeNet/20b4891228ecfb4876bb31db0358e9c6,bag/PartNet/54020887fae8cea02d9a3aad1271738b,True,bag,bag,0,"['the', 'top', 'is', 'curved', 'at', 'both', 'ends', 'of', 'the', 'body']",10,the top is curved at both ends of the body,train,train,train,train,"[1, 10, 99, 7, 51, 98, 470, 247, 38, 10, 45, 2, 0, 0, 0, 0, 0, 0]",body
61496,user_1298,The handle is smaller,3X73LLYYQ37OLVOX40KB73J1I8BNH8,42.0,68b7ca73de30ad6df2197da8dec8488d,bag,ShapeNet,6b094dc5129ab53fed13f430b2941481,bag,PartNet,False,bag/PartNet/6b094dc5129ab53fed13f430b2941481,bag/ShapeNet/68b7ca73de30ad6df2197da8dec8488d,False,bag,bag,0,"['the', 'handle', 'is', 'small', '-er']",5,the handle is small -er,val,train,val,train,"[1, 10, 29, 7, 111, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61499,user_203,It has only one handle.,3QUO65DNQWHB82UT5ERN578W2QWUO9,189.0,d7dff9ecaf5f063cb1eb0742a46d174e,bag,PartNet,8e3eb521577dddea7d2c1de1b4d2a6e4,bag,PartNet,False,bag/PartNet/8e3eb521577dddea7d2c1de1b4d2a6e4,bag/PartNet/d7dff9ecaf5f063cb1eb0742a46d174e,True,bag,bag,0,"['it', 'has', 'only', 'one', 'handle']",5,it has only one handle,train,train,train,train,"[1, 23, 24, 133, 19, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61500,user_1298,The body is larger,3S06PH7KSTX4V8C6DH3NJBR0NF01DS,40.0,d7dff9ecaf5f063cb1eb0742a46d174e,bag,PartNet,8e3eb521577dddea7d2c1de1b4d2a6e4,bag,PartNet,False,bag/PartNet/8e3eb521577dddea7d2c1de1b4d2a6e4,bag/PartNet/d7dff9ecaf5f063cb1eb0742a46d174e,True,bag,bag,0,"['the', 'body', 'is', 'large', '-er']",5,the body is large -er,train,train,train,train,"[1, 10, 45, 7, 94, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
61502,user_923,It has one strap,3FK0YFF9P196B1SQBGN6WL4NCRQVVR,92.0,30bf69aa24dbb3fc9de193e488fc4dce,bag,ShapeNet,788eee4bfb4f27ecc33cda78d407d98a,bag,PartNet,False,bag/PartNet/788eee4bfb4f27ecc33cda78d407d98a,bag/ShapeNet/30bf69aa24dbb3fc9de193e488fc4dce,True,bag,bag,0,"['it', 'has', 'one', 'strap']",4,it has one strap,train,train,train,train,"[1, 23, 24, 19, 628, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61503,user_1689,The target has a thinner body.,30ZX6P7VFAOONFUU6HPCRSWIK5V2J8,181.0,30bf69aa24dbb3fc9de193e488fc4dce,bag,ShapeNet,788eee4bfb4f27ecc33cda78d407d98a,bag,PartNet,False,bag/PartNet/788eee4bfb4f27ecc33cda78d407d98a,bag/ShapeNet/30bf69aa24dbb3fc9de193e488fc4dce,True,bag,bag,0,"['the', 'target', 'has', 'a', 'thin', '-er', 'body']",7,the target has a thin -er body,train,train,train,train,"[1, 10, 11, 24, 26, 60, 9, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
61504,user_786,It has one big handle that spans about 2/3 of the top's length,3NKQQ8O390YK4534F5D7UDWXYDXDU5,160.0,21b60b5519668987a75d03186a0409e2,bag,PartNet,151d033af5381fd4c1e1e64c8ea306ea,bag,ShapeNet,False,bag/ShapeNet/151d033af5381fd4c1e1e64c8ea306ea,bag/PartNet/21b60b5519668987a75d03186a0409e2,False,bag,bag,0,"['it', 'has', 'one', 'big', 'handle', 'that', 'spans', 'about', 'two', 'three', 'of', 'the', 'top', ""'s"", 'length']",15,it has one big handle that spans about two three of the top 's length,train,train,train,train,"[1, 23, 24, 19, 320, 29, 172, 1250, 519, 17, 80, 38, 10, 99, 12, 155, 2, 0]",strap
61505,user_891,it has a handle,3ZSY5X72NZ4JSA2C1KWI0WLCVSUOR3,41.0,21b60b5519668987a75d03186a0409e2,bag,PartNet,151d033af5381fd4c1e1e64c8ea306ea,bag,ShapeNet,False,bag/ShapeNet/151d033af5381fd4c1e1e64c8ea306ea,bag/PartNet/21b60b5519668987a75d03186a0409e2,False,bag,bag,0,"['it', 'has', 'a', 'handle']",4,it has a handle,train,train,train,train,"[1, 23, 24, 26, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61507,user_507,it has a pleated body,3WAKVUDHUY94NW2UOSALULM1C54U79,36.0,c5285f62ab36c0b84a001c5cd830d507,bag,PartNet,71ead7f072106c63ed13f430b2941481,bag,ShapeNet,False,bag/ShapeNet/71ead7f072106c63ed13f430b2941481,bag/PartNet/c5285f62ab36c0b84a001c5cd830d507,True,bag,bag,0,"['it', 'has', 'a', 'pleated', 'body']",5,it has a pleated body,train,train,train,train,"[1, 23, 24, 26, 884, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
61509,user_1139,It has a wider handle,3ZDAD0O1T36J2YTW60O9JODNVI7TX3,125.0,c5285f62ab36c0b84a001c5cd830d507,bag,PartNet,71ead7f072106c63ed13f430b2941481,bag,ShapeNet,False,bag/ShapeNet/71ead7f072106c63ed13f430b2941481,bag/PartNet/c5285f62ab36c0b84a001c5cd830d507,True,bag,bag,0,"['it', 'has', 'a', 'wide', '-er', 'handle']",6,it has a wide -er handle,train,train,train,train,"[1, 23, 24, 26, 83, 9, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61510,user_156,It has one handle.,3MH9DQ757Y5NGPDVHVEF0YZUB71GUA,33.0,f297885d4918000ec8724d5673a063a6,bag,ShapeNet,4a175db3a8cad99b5dd5ceb34f6e33d9,bag,ShapeNet,False,bag/ShapeNet/4a175db3a8cad99b5dd5ceb34f6e33d9,bag/ShapeNet/f297885d4918000ec8724d5673a063a6,True,bag,bag,0,"['it', 'has', 'one', 'handle']",4,it has one handle,train,train,train,train,"[1, 23, 24, 19, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61516,user_1298,The body is shaped like a box,3K9FOBBF2JCQ7R7NVLZ9ZVC8ZP4NLZ,45.0,5afe31025e8574ea8d6e12c39b2d5023,bag,ShapeNet,54931ecfaf7c4e08302e608f9e1070d0,bag,PartNet,False,bag/PartNet/54931ecfaf7c4e08302e608f9e1070d0,bag/ShapeNet/5afe31025e8574ea8d6e12c39b2d5023,True,bag,bag,0,"['the', 'body', 'is', 'shaped', 'like', 'a', 'box']",7,the body is shaped like a box,train,train,train,train,"[1, 10, 45, 7, 14, 35, 26, 451, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
61525,user_1298,The body has minimal design,3UXUOQ9OKGQK8NOWINTUUKA75YX7AN,55.0,811f592148958510abc49cae1a831a9e,bag,PartNet,c5285f62ab36c0b84a001c5cd830d507,bag,PartNet,False,bag/PartNet/c5285f62ab36c0b84a001c5cd830d507,bag/PartNet/811f592148958510abc49cae1a831a9e,True,bag,bag,0,"['the', 'body', 'has', 'minimal', 'design']",5,the body has minimal design,train,train,train,train,"[1, 10, 45, 24, 1319, 192, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
61526,user_1424,It has two triangular handles,3WLEIWSYHQASW9Z4IHMRFFG37D52HH,299.0,811f592148958510abc49cae1a831a9e,bag,PartNet,c5285f62ab36c0b84a001c5cd830d507,bag,PartNet,False,bag/PartNet/c5285f62ab36c0b84a001c5cd830d507,bag/PartNet/811f592148958510abc49cae1a831a9e,True,bag,bag,0,"['it', 'has', 'two', 'triangular', 'handles']",5,it has two triangular handles,train,train,train,train,"[1, 23, 24, 17, 564, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61527,user_1572,The straps form a shape like a triangle.,3Z9WI9EOZ1HNDP3U7NSVFB2XODKHKB,202.0,811f592148958510abc49cae1a831a9e,bag,PartNet,c5285f62ab36c0b84a001c5cd830d507,bag,PartNet,False,bag/PartNet/c5285f62ab36c0b84a001c5cd830d507,bag/PartNet/811f592148958510abc49cae1a831a9e,True,bag,bag,0,"['the', 'straps', 'form', 'a', 'shape', 'like', 'a', 'triangle']",8,the straps form a shape like a triangle,train,train,train,train,"[1, 10, 716, 67, 26, 93, 35, 26, 608, 2, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61528,user_156,It has two handles.,3UNH76FOCUY4P8TM2Z9ZGOP43ESYMW,48.0,151d033af5381fd4c1e1e64c8ea306ea,bag,ShapeNet,d3bd250ca3cb8e29976855a35549333,bag,ShapeNet,False,bag/ShapeNet/d3bd250ca3cb8e29976855a35549333,bag/ShapeNet/151d033af5381fd4c1e1e64c8ea306ea,True,bag,bag,0,"['it', 'has', 'two', 'handles']",4,it has two handles,train,train,train,train,"[1, 23, 24, 17, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61530,user_2020,Has two handles,3WQ3B2KGEA9BGBEMZLCHOL30KUK1BH,53.0,151d033af5381fd4c1e1e64c8ea306ea,bag,ShapeNet,d3bd250ca3cb8e29976855a35549333,bag,ShapeNet,True,bag/ShapeNet/d3bd250ca3cb8e29976855a35549333,bag/ShapeNet/151d033af5381fd4c1e1e64c8ea306ea,True,bag,bag,0,"['has', 'two', 'handles']",3,has two handles,train,train,train,train,"[1, 24, 17, 18, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61533,user_2044,It does not have a handle on the top,3PDJHANYK79GEAI55JYU5SXFNK76H6,47.0,54931ecfaf7c4e08302e608f9e1070d0,bag,PartNet,ec1b9ac45597e4cd9318cfd6c0d37d9b,bag,PartNet,False,bag/PartNet/ec1b9ac45597e4cd9318cfd6c0d37d9b,bag/PartNet/54931ecfaf7c4e08302e608f9e1070d0,False,bag,bag,0,"['it', 'does', 'not', 'have', 'a', 'handle', 'on', 'the', 'top']",9,it does not have a handle on the top,train,train,train,train,"[1, 23, 39, 40, 84, 26, 29, 20, 10, 99, 2, 0, 0, 0, 0, 0, 0, 0]",strap
61535,user_786,It has two handles consisting of big circles cut out from the front and back faces,3U84XHCDIE6OQ8ELSHBM81H6NIZ4ZO,211.0,4a1f62dbe8b091eabc49cae1a831a9e,bag,ShapeNet,d923ce406ab7303985907cb2b3be2209,bag,PartNet,False,bag/PartNet/d923ce406ab7303985907cb2b3be2209,bag/ShapeNet/4a1f62dbe8b091eabc49cae1a831a9e,True,bag,bag,0,"['it', 'has', 'two', 'handles', 'consisting', 'of', 'big', 'circles', 'cut', 'out', 'from', 'the', 'front', 'and', 'back', 'faces']",16,it has two handles consisting of big circles cut out from the front and back faces,train,train,train,train,"[1, 23, 24, 17, 18, 2650, 38, 320, 452, 1231, 89, 113, 10, 37, 47, 183, 75, 2]",strap
61536,user_891,it has a different shape handle,33NF62TLXLVJ4VYKVNVGROIC16IJKE,48.0,4a1f62dbe8b091eabc49cae1a831a9e,bag,ShapeNet,d923ce406ab7303985907cb2b3be2209,bag,PartNet,False,bag/PartNet/d923ce406ab7303985907cb2b3be2209,bag/ShapeNet/4a1f62dbe8b091eabc49cae1a831a9e,True,bag,bag,0,"['it', 'has', 'a', 'different', 'shape', 'handle']",6,it has a different shape handle,train,train,train,train,"[1, 23, 24, 26, 306, 93, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
61537,user_757,It has a very long strap,32SCWG5HIJX8RRGTOW6ZE1Z69936PT,154.0,6be0fb1d4872e759285e5a1f74237618,bag,PartNet,5c12982724d7f3d28bc9f09e7c72cc8a,bag,PartNet,False,bag/PartNet/5c12982724d7f3d28bc9f09e7c72cc8a,bag/PartNet/6be0fb1d4872e759285e5a1f74237618,False,bag,bag,0,"['it', 'has', 'a', 'very', 'long', 'strap']",6,it has a very long strap,train,train,train,train,"[1, 23, 24, 26, 62, 32, 628, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",strap
