,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
11814,user_1964,the handle is D shaped,32VNZTT0A9XFOHSUI0H9MYF7ALNR4P,64.0,2852b888abae54b0e3523e99fd841f4,mug,ShapeNet,df026976dc03197213ac44947b92716e,mug,ShapeNet,False,mug/ShapeNet/df026976dc03197213ac44947b92716e,mug/ShapeNet/2852b888abae54b0e3523e99fd841f4,True,mug,mug,0,"['the', 'handle', 'is', 'd', 'shaped']",5,the handle is d shaped,train,train,train,train,"[1, 10, 29, 7, 1683, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11817,user_1416,"It has a thicker, square handle.",3YT88D1N0AR8JHWVS23TBH1N1SP3KD,49.0,eecb13f61a93b4048f58d8b19de93f99,mug,ShapeNet,91f90c3a50410c0dc27effd6fd6b7eb0,mug,ShapeNet,False,mug/ShapeNet/91f90c3a50410c0dc27effd6fd6b7eb0,mug/ShapeNet/eecb13f61a93b4048f58d8b19de93f99,True,mug,mug,0,"['it', 'has', 'a', 'thick', '-er', 'square', 'handle']",7,it has a thick -er square handle,train,train,train,train,"[1, 23, 24, 26, 54, 9, 50, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11818,user_1886,It has a square handle,3FPRZHYEP00MZSQ7R6H0DQC4HR43V9,38.0,eecb13f61a93b4048f58d8b19de93f99,mug,ShapeNet,91f90c3a50410c0dc27effd6fd6b7eb0,mug,ShapeNet,False,mug/ShapeNet/91f90c3a50410c0dc27effd6fd6b7eb0,mug/ShapeNet/eecb13f61a93b4048f58d8b19de93f99,True,mug,mug,0,"['it', 'has', 'a', 'square', 'handle']",5,it has a square handle,train,train,train,train,"[1, 23, 24, 26, 50, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11821,user_1081,THE TARGET MUG HAS A NOVELTY HANDLE.,3TU5ZICBRFUGVH0WHOIMYKL7GLHQ8U,100.0,1c3fccb84f1eeb97a3d0a41d6c77ec7c,mug,ShapeNet,f3a7f8198cc50c225f5e789acd4d1122,mug,ShapeNet,False,mug/ShapeNet/f3a7f8198cc50c225f5e789acd4d1122,mug/ShapeNet/1c3fccb84f1eeb97a3d0a41d6c77ec7c,False,mug,mug,0,"['the', 'target', 'mug', 'has', 'a', 'novelty', 'handle']",7,the target mug has a novelty handle,train,train,train,train,"[1, 10, 11, 1684, 24, 26, 1685, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11823,user_242,Handle is flatter,3A0EX8ZRNAH86HPPBAJQ28EAN0JBYH,28.0,34ae0b61b0d8aaf2d7b20fded0142d7a,mug,ShapeNet,3093367916fb5216823323ed0e090a6f,mug,ShapeNet,False,mug/ShapeNet/3093367916fb5216823323ed0e090a6f,mug/ShapeNet/34ae0b61b0d8aaf2d7b20fded0142d7a,False,mug,mug,0,"['handle', 'is', 'flat', '-er']",4,handle is flat -er,train,train,train,train,"[1, 29, 7, 129, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11825,user_242,has no handle,336KAV9KYSLEI4PTSHQF1FB6TU72Y7,23.0,b7841572364fd9ce1249ffc39a0c3c0b,mug,ShapeNet,127944b6dabee1c9e20e92c5b8147e4a,mug,ShapeNet,False,mug/ShapeNet/127944b6dabee1c9e20e92c5b8147e4a,mug/ShapeNet/b7841572364fd9ce1249ffc39a0c3c0b,True,mug,mug,0,"['has', 'no', 'handle']",3,has no handle,train,train,train,train,"[1, 24, 123, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11827,user_920,"The target has a thick, squared handle.",36W0OB37HY7I2K2G7OV52QQAO6HHZH,43.0,ef24c302911bcde6ea6ff2182dd34668,mug,ShapeNet,7d282cc3cedd40c8b5c4f4801d3aada,mug,ShapeNet,False,mug/ShapeNet/7d282cc3cedd40c8b5c4f4801d3aada,mug/ShapeNet/ef24c302911bcde6ea6ff2182dd34668,False,mug,mug,0,"['the', 'target', 'has', 'a', 'thick', 'squared', 'handle']",7,the target has a thick squared handle,train,train,train,train,"[1, 10, 11, 24, 26, 54, 427, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11830,user_1886,It has a uniform C shaped handle,3ERMJ6L4D0LLAOXLFQJZ3B57VZZM7Z,84.0,32e197b8118b3ff6a4bd4f46ba404890,mug,ShapeNet,99eaa69cf6fe8811dec712af445786fe,mug,ShapeNet,False,mug/ShapeNet/99eaa69cf6fe8811dec712af445786fe,mug/ShapeNet/32e197b8118b3ff6a4bd4f46ba404890,False,mug,mug,0,"['it', 'has', 'a', 'uniform', 'c', 'shaped', 'handle']",7,it has a uniform c shaped handle,train,train,train,train,"[1, 23, 24, 26, 512, 1682, 14, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11833,user_456,The target has a c shaped handle.,3T3IWE1XG8GZT1SKKMTHPGHUUXTQT8,54.0,e71102b6da1d63f3a363b55cbd344baa,mug,ShapeNet,1d18255a04d22794e521eeb8bb14c5b3,mug,ShapeNet,False,mug/ShapeNet/1d18255a04d22794e521eeb8bb14c5b3,mug/ShapeNet/e71102b6da1d63f3a363b55cbd344baa,False,mug,mug,0,"['the', 'target', 'has', 'a', 'c', 'shaped', 'handle']",7,the target has a c shaped handle,train,train,train,train,"[1, 10, 11, 24, 26, 1682, 14, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11834,user_1416,It has a handle.,38SKSKU7R3QYTQWWY5MHUNGR9BZLI8,38.0,e71102b6da1d63f3a363b55cbd344baa,mug,ShapeNet,1d18255a04d22794e521eeb8bb14c5b3,mug,ShapeNet,False,mug/ShapeNet/1d18255a04d22794e521eeb8bb14c5b3,mug/ShapeNet/e71102b6da1d63f3a363b55cbd344baa,False,mug,mug,0,"['it', 'has', 'a', 'handle']",4,it has a handle,train,train,train,train,"[1, 23, 24, 26, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11835,user_242,handle is shorter,37XITHEISY2IJL59BFNR5WRV2Y8RC6,46.0,24b17537bce40695b3207096ecd79542,mug,ShapeNet,513c3410e8354e5211c7f3807925346a,mug,ShapeNet,True,mug/ShapeNet/513c3410e8354e5211c7f3807925346a,mug/ShapeNet/24b17537bce40695b3207096ecd79542,True,mug,mug,0,"['handle', 'is', 'short', '-er']",4,handle is short -er,train,train,train,train,"[1, 29, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11836,user_1461,Has a square/novelty handle,3A0EX8ZRNAH86HPPBAJQ28EANZEBYA,42.0,24b17537bce40695b3207096ecd79542,mug,ShapeNet,513c3410e8354e5211c7f3807925346a,mug,ShapeNet,False,mug/ShapeNet/513c3410e8354e5211c7f3807925346a,mug/ShapeNet/24b17537bce40695b3207096ecd79542,True,mug,mug,0,"['has', 'a', 'square', 'novelty', 'handle']",5,has a square novelty handle,train,train,train,train,"[1, 24, 26, 50, 1685, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11837,user_242,handle is shorter,3CFVK00FWNEI061VW4DSXKQM0K8L6I,68.0,928a383f79698c3fb6d9bc28c8d8a2c4,mug,ShapeNet,599e604a8265cc0a98765d8aa3638e70,mug,ShapeNet,False,mug/ShapeNet/599e604a8265cc0a98765d8aa3638e70,mug/ShapeNet/928a383f79698c3fb6d9bc28c8d8a2c4,False,mug,mug,0,"['handle', 'is', 'short', '-er']",4,handle is short -er,test,train,test,train,"[1, 29, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11839,user_242,handle is rounder,3A4TN5196MB5URR6FABXRSPPFPACHU,58.0,2997f21fa426e18a6ab1a25d0e8f3590,mug,ShapeNet,d7ba704184d424dfd56d9106430c3fe,mug,ShapeNet,False,mug/ShapeNet/d7ba704184d424dfd56d9106430c3fe,mug/ShapeNet/2997f21fa426e18a6ab1a25d0e8f3590,True,mug,mug,0,"['handle', 'is', 'round', '-er']",4,handle is round -er,test,train,test,train,"[1, 29, 7, 134, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11841,user_242,Handle is round,3J88R45B2IRLA60PPJFPEECQ2Y3XPH,35.0,df026976dc03197213ac44947b92716e,mug,ShapeNet,35ce7ede92198be2b759f7fb0032e59,mug,ShapeNet,False,mug/ShapeNet/35ce7ede92198be2b759f7fb0032e59,mug/ShapeNet/df026976dc03197213ac44947b92716e,True,mug,mug,0,"['handle', 'is', 'round']",3,handle is round,train,train,train,train,"[1, 29, 7, 134, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11842,user_1886,The handle is thicker,3CFJTT4SXVJZE57UUBL7BIYQEQJI7J,64.0,df026976dc03197213ac44947b92716e,mug,ShapeNet,35ce7ede92198be2b759f7fb0032e59,mug,ShapeNet,False,mug/ShapeNet/35ce7ede92198be2b759f7fb0032e59,mug/ShapeNet/df026976dc03197213ac44947b92716e,True,mug,mug,0,"['the', 'handle', 'is', 'thick', '-er']",5,the handle is thick -er,train,train,train,train,"[1, 10, 29, 7, 54, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11846,user_1461,"Has a thinner, taller handle",3HMVI3QICLL7TJ7X9DQ1WW111NMY1D,27.0,b7e705de46ebdcc14af54ba5738cb1c5,mug,ShapeNet,46955fddcc83a50f79b586547e543694,mug,ShapeNet,False,mug/ShapeNet/46955fddcc83a50f79b586547e543694,mug/ShapeNet/b7e705de46ebdcc14af54ba5738cb1c5,True,mug,mug,0,"['has', 'a', 'thin', '-er', 'tall', '-er', 'handle']",7,has a thin -er tall -er handle,train,train,train,train,"[1, 24, 26, 60, 9, 53, 9, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11848,user_1886,The bottom is smaller than the rest of the body,3JCG6DTRV5JM1L0S3IZMKB67AQRQQR,65.0,b4ae56d6638d5338de671f28c83d2dcb,mug,ShapeNet,8b1dca1414ba88cb91986c63a4d7a99a,mug,ShapeNet,False,mug/ShapeNet/8b1dca1414ba88cb91986c63a4d7a99a,mug/ShapeNet/b4ae56d6638d5338de671f28c83d2dcb,False,mug,mug,0,"['the', 'bottom', 'is', 'small', '-er', 'than', 'the', 'rest', 'of', 'the', 'body']",11,the bottom is small -er than the rest of the body,train,train,train,train,"[1, 10, 76, 7, 111, 9, 131, 10, 1154, 38, 10, 45, 2, 0, 0, 0, 0, 0]",body
11849,user_1416,The handle has a triangular edge.,3EJPLAJKEO925VIZB5415Z1KFS3Z60,42.0,3d3e993f7baa4d7ef1ff24a8b1564a36,mug,ShapeNet,f99e19b8c4a729353deb88581ea8417a,mug,ShapeNet,False,mug/ShapeNet/f99e19b8c4a729353deb88581ea8417a,mug/ShapeNet/3d3e993f7baa4d7ef1ff24a8b1564a36,False,mug,mug,0,"['the', 'handle', 'has', 'a', 'triangular', 'edge']",6,the handle has a triangular edge,train,train,train,train,"[1, 10, 29, 24, 26, 564, 631, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11850,user_1886,The handle is not C shaped,3Y5140Z9DZ9OKBBUQXFOB4PBELZPI9,63.0,3d3e993f7baa4d7ef1ff24a8b1564a36,mug,ShapeNet,f99e19b8c4a729353deb88581ea8417a,mug,ShapeNet,True,mug/ShapeNet/f99e19b8c4a729353deb88581ea8417a,mug/ShapeNet/3d3e993f7baa4d7ef1ff24a8b1564a36,False,mug,mug,0,"['the', 'handle', 'is', 'not', 'c', 'shaped']",6,the handle is not c shaped,train,train,train,train,"[1, 10, 29, 7, 40, 1682, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11851,user_242,handle is C shaped,36PW28KO41P5H2365V700U2ON6XEAE,39.0,3d1754b7cb46c0ce5c8081810641ef6,mug,ShapeNet,43f94ba24d2f075c4d32a65fb7bf4ebc,mug,ShapeNet,False,mug/ShapeNet/43f94ba24d2f075c4d32a65fb7bf4ebc,mug/ShapeNet/3d1754b7cb46c0ce5c8081810641ef6,True,mug,mug,0,"['handle', 'is', 'c', 'shaped']",4,handle is c shaped,train,train,train,train,"[1, 29, 7, 1682, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11852,user_456,The target has a flattened c shaped handle.,373ERPL3YQ1Z527KX1IHU6RZQJVTRC,68.0,3d1754b7cb46c0ce5c8081810641ef6,mug,ShapeNet,43f94ba24d2f075c4d32a65fb7bf4ebc,mug,ShapeNet,False,mug/ShapeNet/43f94ba24d2f075c4d32a65fb7bf4ebc,mug/ShapeNet/3d1754b7cb46c0ce5c8081810641ef6,True,mug,mug,0,"['the', 'target', 'has', 'a', 'flattened', 'c', 'shaped', 'handle']",8,the target has a flattened c shaped handle,train,train,train,train,"[1, 10, 11, 24, 26, 1691, 1682, 14, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11854,user_1886,It has a thicker handle,3OHYZ19UGEYRTTGVZ9AW56W2R8YOAN,93.0,d46b98f63a017578ea456f4bbbc96af9,mug,ShapeNet,44f9c4e1ea3532b8d7b20fded0142d7a,mug,ShapeNet,False,mug/ShapeNet/44f9c4e1ea3532b8d7b20fded0142d7a,mug/ShapeNet/d46b98f63a017578ea456f4bbbc96af9,True,mug,mug,0,"['it', 'has', 'a', 'thick', '-er', 'handle']",6,it has a thick -er handle,train,train,train,train,"[1, 23, 24, 26, 54, 9, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11855,user_242,handle is wider,32VNZTT0A9XFOHSUI0H9MYF7ALOR4Q,34.0,43e1cabc5dd2fa91fffc97a61124b1a9,mug,ShapeNet,1a1c0a8d4bad82169f0594e65f756cf5,mug,ShapeNet,False,mug/ShapeNet/1a1c0a8d4bad82169f0594e65f756cf5,mug/ShapeNet/43e1cabc5dd2fa91fffc97a61124b1a9,True,mug,mug,0,"['handle', 'is', 'wide', '-er']",4,handle is wide -er,train,train,train,train,"[1, 29, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11856,user_1964,the handle is longer lengthwise,3TYCR1GOTECKOGL6Y9A3UIJH5O1LZ5,43.0,43e1cabc5dd2fa91fffc97a61124b1a9,mug,ShapeNet,1a1c0a8d4bad82169f0594e65f756cf5,mug,ShapeNet,False,mug/ShapeNet/1a1c0a8d4bad82169f0594e65f756cf5,mug/ShapeNet/43e1cabc5dd2fa91fffc97a61124b1a9,True,mug,mug,0,"['the', 'handle', 'is', 'long', '-er', 'length', 'wise']",7,the handle is long -er length wise,train,train,train,train,"[1, 10, 29, 7, 32, 9, 155, 359, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11858,user_1886,It has a shorter body,3U4J9857OG4PRXTOO1TQPVUDJ1A7BC,45.0,fad118b32085f3f2c2c72e575af174cd,mug,ShapeNet,24b17537bce40695b3207096ecd79542,mug,ShapeNet,False,mug/ShapeNet/24b17537bce40695b3207096ecd79542,mug/ShapeNet/fad118b32085f3f2c2c72e575af174cd,False,mug,mug,0,"['it', 'has', 'a', 'short', '-er', 'body']",6,it has a short -er body,train,train,train,train,"[1, 23, 24, 26, 8, 9, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
11859,user_1105,the handle is much thicker,34FNN24DCO26H18GA0SDZMEID3PY5T,20.0,3c0467f96e26b8c6a93445a1757adf6,mug,ShapeNet,d0a3fdd33c7e1eb040bc4e38b9ba163e,mug,ShapeNet,False,mug/ShapeNet/d0a3fdd33c7e1eb040bc4e38b9ba163e,mug/ShapeNet/3c0467f96e26b8c6a93445a1757adf6,False,mug,mug,0,"['the', 'handle', 'is', 'much', 'thick', '-er']",6,the handle is much thick -er,train,train,train,train,"[1, 10, 29, 7, 59, 54, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11860,user_1886,It has a thicker handle,3KV0LJBBH4EVS7H0O4H58SW7WB3MR8,51.0,3c0467f96e26b8c6a93445a1757adf6,mug,ShapeNet,d0a3fdd33c7e1eb040bc4e38b9ba163e,mug,ShapeNet,True,mug/ShapeNet/d0a3fdd33c7e1eb040bc4e38b9ba163e,mug/ShapeNet/3c0467f96e26b8c6a93445a1757adf6,False,mug,mug,0,"['it', 'has', 'a', 'thick', '-er', 'handle']",6,it has a thick -er handle,train,train,train,train,"[1, 23, 24, 26, 54, 9, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11861,user_390,The handle is wider,3S06PH7KSTX4V8C6DH3NJBR0JZ9D1D,92.0,9880097f723c98a9bd8c6965c4665b41,mug,ShapeNet,e16a895052da87277f58c33b328479f4,mug,ShapeNet,False,mug/ShapeNet/e16a895052da87277f58c33b328479f4,mug/ShapeNet/9880097f723c98a9bd8c6965c4665b41,True,mug,mug,0,"['the', 'handle', 'is', 'wide', '-er']",5,the handle is wide -er,test,train,test,train,"[1, 10, 29, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11865,user_1461,Has a thinner but wider handle,3DPNQGW4LN8M2YUAQCEBB3OBEX146U,31.0,4f9f31db3c3873692a6f53dd95fd4468,mug,ShapeNet,5b0c679eb8a2156c4314179664d18101,mug,ShapeNet,False,mug/ShapeNet/5b0c679eb8a2156c4314179664d18101,mug/ShapeNet/4f9f31db3c3873692a6f53dd95fd4468,True,mug,mug,0,"['has', 'a', 'thin', '-er', 'but', 'wide', '-er', 'handle']",8,has a thin -er but wide -er handle,train,train,train,train,"[1, 24, 26, 60, 9, 207, 83, 9, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11866,user_1886,It has a shorter handle,3QBD8R3Z23CCR40EQ805S3A2ZXT4OH,67.0,4f9f31db3c3873692a6f53dd95fd4468,mug,ShapeNet,5b0c679eb8a2156c4314179664d18101,mug,ShapeNet,True,mug/ShapeNet/5b0c679eb8a2156c4314179664d18101,mug/ShapeNet/4f9f31db3c3873692a6f53dd95fd4468,True,mug,mug,0,"['it', 'has', 'a', 'short', '-er', 'handle']",6,it has a short -er handle,train,train,train,train,"[1, 23, 24, 26, 8, 9, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11868,user_1894,The bottom is smaller than the body.,3URFVVM167BN76807N24L5F0IFVZUE,838.0,a6d9f9ae39728831808951ff5fb582ac,mug,ShapeNet,c7f8d39c406fee941050b055aafa6fb8,mug,ShapeNet,False,mug/ShapeNet/c7f8d39c406fee941050b055aafa6fb8,mug/ShapeNet/a6d9f9ae39728831808951ff5fb582ac,True,mug,mug,0,"['the', 'bottom', 'is', 'small', '-er', 'than', 'the', 'body']",8,the bottom is small -er than the body,train,train,train,train,"[1, 10, 76, 7, 111, 9, 131, 10, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
11869,user_242,The handle is thicker,36NEMU28XH6003YMNYRBVR4OORNWMS,30.0,b46e89995f4f9cc5161e440f04bd2a2,mug,ShapeNet,414772162ef70ec29109ad7f9c200d62,mug,ShapeNet,False,mug/ShapeNet/414772162ef70ec29109ad7f9c200d62,mug/ShapeNet/b46e89995f4f9cc5161e440f04bd2a2,False,mug,mug,0,"['the', 'handle', 'is', 'thick', '-er']",5,the handle is thick -er,train,train,train,train,"[1, 10, 29, 7, 54, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11870,user_1461,Has a thicker handle,37U1UTWH9XFG7IFWU37M3AVCC6B8R3,26.0,b46e89995f4f9cc5161e440f04bd2a2,mug,ShapeNet,414772162ef70ec29109ad7f9c200d62,mug,ShapeNet,False,mug/ShapeNet/414772162ef70ec29109ad7f9c200d62,mug/ShapeNet/b46e89995f4f9cc5161e440f04bd2a2,False,mug,mug,0,"['has', 'a', 'thick', '-er', 'handle']",5,has a thick -er handle,train,train,train,train,"[1, 24, 26, 54, 9, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11871,user_242,handle is not C shaped,3RRCEFRB7O5S8AB5M3VJMJA3SZKB4W,60.0,c2e411ed6061a25ef06800d5696e457f,mug,ShapeNet,9880097f723c98a9bd8c6965c4665b41,mug,ShapeNet,False,mug/ShapeNet/9880097f723c98a9bd8c6965c4665b41,mug/ShapeNet/c2e411ed6061a25ef06800d5696e457f,True,mug,mug,0,"['handle', 'is', 'not', 'c', 'shaped']",5,handle is not c shaped,train,train,train,train,"[1, 29, 7, 40, 1682, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
11872,user_865,Target is a 'D' handle,3GM6G9ZBKPQ88MUSSTM087XPKWUTMM,623.0,c2e411ed6061a25ef06800d5696e457f,mug,ShapeNet,9880097f723c98a9bd8c6965c4665b41,mug,ShapeNet,False,mug/ShapeNet/9880097f723c98a9bd8c6965c4665b41,mug/ShapeNet/c2e411ed6061a25ef06800d5696e457f,True,mug,mug,0,"['target', 'is', 'a', 'd', 'handle']",5,target is a d handle,train,train,train,train,"[1, 11, 7, 26, 1683, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",handle
