,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
66198,user_947,The target has three fuselage segments.,338JKRMM28SH1CU8VWF6LXZ1K1BAHB,44.0,ae837be3456bd54f71d03b466c72ce41,airplane,ShapeNet,77dfe229aa38e70b3fdf1b3b0fe86dff,airplane,ShapeNet,False,airplane/ShapeNet/77dfe229aa38e70b3fdf1b3b0fe86dff,airplane/ShapeNet/ae837be3456bd54f71d03b466c72ce41,False,airplane,airplane,0,"['the', 'target', 'has', 'three', 'fuselage', 'segments']",6,the target has three fuselage segments,train,train,train,train,"[1, 10, 11, 24, 80, 3575, 1285, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
66200,user_1128,the wings are less triangular,3Y4W8Q93L1DKHKS4KVNCQZYGDO6VDL,67.0,d6c1cb09e27c3fbce8b8a0b16211ba77,airplane,ShapeNet,a3a3a3d2ccc590eeaef99de91a3e555,airplane,ShapeNet,False,airplane/ShapeNet/a3a3a3d2ccc590eeaef99de91a3e555,airplane/ShapeNet/d6c1cb09e27c3fbce8b8a0b16211ba77,False,airplane,airplane,0,"['the', 'wings', 'are', 'less', 'triangular']",5,the wings are less triangular,train,train,train,train,"[1, 10, 762, 16, 229, 564, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wing
66202,user_923,There are armaments under the wings,37QW5D2ZRIFS8XF99S7RTK083VTS8P,199.0,337e7f2c3745e07789d7e2c40a194e8,airplane,ShapeNet,4c5b8babafbb7b5f937ae00fead8910d,airplane,ShapeNet,False,airplane/ShapeNet/4c5b8babafbb7b5f937ae00fead8910d,airplane/ShapeNet/337e7f2c3745e07789d7e2c40a194e8,True,airplane,airplane,0,"['there', 'are', 'armaments', 'under', 'the', 'wings']",6,there are armaments under the wings,train,train,train,train,"[1, 15, 16, 3583, 922, 10, 762, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wing
66205,user_65,It has shorter vertical stabilizers,3RXPCZQMQR477SMXF74VPWUX1GW1G1,72.0,30d1974a29d95d8be8bfa4901aefcf8d,airplane,ShapeNet,97066012fbca5983c74417871493eae8,airplane,ShapeNet,False,airplane/ShapeNet/97066012fbca5983c74417871493eae8,airplane/ShapeNet/30d1974a29d95d8be8bfa4901aefcf8d,True,airplane,airplane,0,"['it', 'has', 'short', '-er', 'vertical', 'stabilizers']",6,it has short -er vertical stabilizers,train,train,train,train,"[1, 23, 24, 8, 9, 283, 3584, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tail
66207,user_947,The target has a longer fuselage.,3GNCZX450KG9ETSWE9NBU61S636PA2,41.0,33c8abb3658f2d4219e06ee1b2e7b1b4,airplane,ShapeNet,84a167f743ec4f4de6f558e7f4a68d3,airplane,ShapeNet,False,airplane/ShapeNet/84a167f743ec4f4de6f558e7f4a68d3,airplane/ShapeNet/33c8abb3658f2d4219e06ee1b2e7b1b4,True,airplane,airplane,0,"['the', 'target', 'has', 'a', 'long', '-er', 'fuselage']",7,the target has a long -er fuselage,train,train,train,train,"[1, 10, 11, 24, 26, 32, 9, 3575, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
66212,user_1689,"The target has a more slender wings, rather than a diamond-shaped wings.",3E1QT0TDFR23EJCD4GDDPIULUSJ8IV,168.0,a922f408bb1b1ea1f2cb090f7f07d463,airplane,ShapeNet,d199612c22fe9313f4fb6842b3610149,airplane,ShapeNet,False,airplane/ShapeNet/d199612c22fe9313f4fb6842b3610149,airplane/ShapeNet/a922f408bb1b1ea1f2cb090f7f07d463,False,airplane,airplane,0,"['the', 'target', 'has', 'a', 'more', 'slender', 'wings', 'rather', 'than', 'a', 'diamond', 'shaped', 'wings']",13,the target has a more slender wings rather than a diamond shaped wings,train,train,train,train,"[1, 10, 11, 24, 26, 34, 116, 762, 466, 131, 26, 413, 14, 762, 2, 0, 0, 0]",wing
66213,user_1607,the wingspan is thinner in length,34MAJL3QP6GN5F7S7AGD40CR9KZ43L,136.0,552d76fdb54e5d57cf7cf1e30e2f5267,airplane,ShapeNet,7117ac29aef4f1c4951971f8370d9050,airplane,ShapeNet,False,airplane/ShapeNet/7117ac29aef4f1c4951971f8370d9050,airplane/ShapeNet/552d76fdb54e5d57cf7cf1e30e2f5267,False,airplane,airplane,0,"['the', 'wingspan', 'is', 'thin', '-er', 'in', 'length']",7,the wingspan is thin -er in length,train,train,train,train,"[1, 10, 3582, 7, 60, 9, 90, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wing
66217,user_1689,The target has a thicker fuselage.,3K5TEWLKGX41PV8QC9ONHWET5UYIVW,80.0,5739574537212a72b3f2b01de37c0b29,airplane,ShapeNet,fc7fda7232bedd84bbf3143b1cb6076a,airplane,ShapeNet,False,airplane/ShapeNet/fc7fda7232bedd84bbf3143b1cb6076a,airplane/ShapeNet/5739574537212a72b3f2b01de37c0b29,True,airplane,airplane,0,"['the', 'target', 'has', 'a', 'thick', '-er', 'fuselage']",7,the target has a thick -er fuselage,train,train,train,train,"[1, 10, 11, 24, 26, 54, 9, 3575, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
66218,user_2068,The target's body / fuselage is not as long but it is bigger around.,3OHYZ19UGEYRTTGVZ9AW56W2WTSOAS,172.0,5739574537212a72b3f2b01de37c0b29,airplane,ShapeNet,fc7fda7232bedd84bbf3143b1cb6076a,airplane,ShapeNet,False,airplane/ShapeNet/fc7fda7232bedd84bbf3143b1cb6076a,airplane/ShapeNet/5739574537212a72b3f2b01de37c0b29,True,airplane,airplane,0,"['the', 'target', ""'s"", 'body', 'fuselage', 'is', 'not', 'as', 'long', 'but', 'it', 'is', 'big', '-er', 'around']",15,the target 's body fuselage is not as long but it is big -er around,train,train,train,train,"[1, 10, 11, 12, 45, 3575, 7, 40, 52, 32, 207, 23, 7, 320, 9, 239, 2, 0]",body
66219,user_1347,The wing span is much wider,3Z4XG4ZF4AK04E1832DESSH0I5N8XV,76.0,3aa2ba8ca2aede556d96f75c7a1666e5,airplane,ShapeNet,6dedeb5b87ee318b2154ead1f7ab03aa,airplane,ShapeNet,False,airplane/ShapeNet/6dedeb5b87ee318b2154ead1f7ab03aa,airplane/ShapeNet/3aa2ba8ca2aede556d96f75c7a1666e5,True,airplane,airplane,0,"['the', 'wing', 'span', 'is', 'much', 'wide', '-er']",7,the wing span is much wide -er,train,train,train,train,"[1, 10, 2711, 1907, 7, 59, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wing
66220,user_1689,The target has a wider wingspan.,3P4RDNWND7ZSY08WVKA4E83ZA2NIJX,213.0,3aa2ba8ca2aede556d96f75c7a1666e5,airplane,ShapeNet,6dedeb5b87ee318b2154ead1f7ab03aa,airplane,ShapeNet,False,airplane/ShapeNet/6dedeb5b87ee318b2154ead1f7ab03aa,airplane/ShapeNet/3aa2ba8ca2aede556d96f75c7a1666e5,True,airplane,airplane,0,"['the', 'target', 'has', 'a', 'wide', '-er', 'wingspan']",7,the target has a wide -er wingspan,train,train,train,train,"[1, 10, 11, 24, 26, 83, 9, 3582, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wing
66221,user_1189,The vertical stabilizer has angled pieces,3W92K5RLWWAPD7DB5P5TSNAO04Z5V8,69.0,ce9246d409f1c688bc0909d98a1ff2b4,airplane,ShapeNet,f55390ed02c0b2b36aa3bf023a2b42a5,airplane,ShapeNet,False,airplane/ShapeNet/f55390ed02c0b2b36aa3bf023a2b42a5,airplane/ShapeNet/ce9246d409f1c688bc0909d98a1ff2b4,True,airplane,airplane,0,"['the', 'vertical', 'stabilizer', 'has', 'angled', 'pieces']",6,the vertical stabilizer has angled pieces,train,train,train,train,"[1, 10, 283, 3590, 24, 168, 447, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tail
66223,user_1143,The target has four engines,3IOEN3P9S9C5AZXR3UV9D5H87VB163,29.0,b80131dacfa19f77337e02e3502c7536,airplane,ShapeNet,airplane_0381,airplane,ModelNet,False,airplane/ModelNet/airplane_0381,airplane/ShapeNet/b80131dacfa19f77337e02e3502c7536,False,airplane,airplane,0,"['the', 'target', 'has', 'four', 'engines']",5,the target has four engines,test,train,test,train,"[1, 10, 11, 24, 322, 3576, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",engine
66225,user_947,The target plane does not have a tail.,3FQ5JJ512NHFNLP5ALN8KVZTBQ3NK3,35.0,bb91e932504e90ffcc14f1e6f4f4f49b,airplane,ShapeNet,1c16739bbf3fa7c44276157eea5f8676,airplane,ShapeNet,False,airplane/ShapeNet/1c16739bbf3fa7c44276157eea5f8676,airplane/ShapeNet/bb91e932504e90ffcc14f1e6f4f4f49b,True,airplane,airplane,0,"['the', 'target', 'plane', 'does', 'not', 'have', 'a', 'tail']",8,the target plane does not have a tail,train,train,train,train,"[1, 10, 11, 1576, 39, 40, 84, 26, 1594, 2, 0, 0, 0, 0, 0, 0, 0, 0]",tail
66226,user_1689,The target has a thicker fuselage.,3L70J4KAZIF0PWP690WGUCK3SFIDAH,70.0,bb91e932504e90ffcc14f1e6f4f4f49b,airplane,ShapeNet,1c16739bbf3fa7c44276157eea5f8676,airplane,ShapeNet,False,airplane/ShapeNet/1c16739bbf3fa7c44276157eea5f8676,airplane/ShapeNet/bb91e932504e90ffcc14f1e6f4f4f49b,True,airplane,airplane,0,"['the', 'target', 'has', 'a', 'thick', '-er', 'fuselage']",7,the target has a thick -er fuselage,train,train,train,train,"[1, 10, 11, 24, 26, 54, 9, 3575, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
66229,user_1689,The target has a slimmer fuselage.,3Z7ISHFUH2OP991N4K1ZPDXBQ318Z4,444.0,a34a2fa46d7a0a6390b1d6deb98feec6,airplane,ShapeNet,ccdec989c4ca289d9a6e43b878d5b335,airplane,ShapeNet,False,airplane/ShapeNet/ccdec989c4ca289d9a6e43b878d5b335,airplane/ShapeNet/a34a2fa46d7a0a6390b1d6deb98feec6,True,airplane,airplane,0,"['the', 'target', 'has', 'a', 'slim', '-er', 'fuselage']",7,the target has a slim -er fuselage,val,train,val,train,"[1, 10, 11, 24, 26, 829, 9, 3575, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
66233,user_881,The fuselage converges to a point in the middle,39GXDJN2OV780PWD3NCW47KF2UGV8G,95.0,de5cade3966a1dad94946b454cd190d0,airplane,ShapeNet,376e9480ebe635b1e98208adea7b4e8d,airplane,ShapeNet,False,airplane/ShapeNet/376e9480ebe635b1e98208adea7b4e8d,airplane/ShapeNet/de5cade3966a1dad94946b454cd190d0,True,airplane,airplane,0,"['the', 'fuselage', 'converges', 'to', 'a', 'point', 'in', 'the', 'middle']",9,the fuselage converges to a point in the middle,train,train,train,train,"[1, 10, 3575, 3244, 58, 26, 412, 90, 10, 232, 2, 0, 0, 0, 0, 0, 0, 0]",body
66235,user_947,The target has more triangularly shaped wings.,3EQHHY4HQUL6VANGGU67SM7EDNOG53,46.0,fca4c82b2c488d329554e5818acd6e12,airplane,ShapeNet,776c423005dbb55d354aed6327ff24db,airplane,ShapeNet,False,airplane/ShapeNet/776c423005dbb55d354aed6327ff24db,airplane/ShapeNet/fca4c82b2c488d329554e5818acd6e12,True,airplane,airplane,0,"['the', 'target', 'has', 'more', 'triangular', 'shaped', 'wings']",7,the target has more triangular shaped wings,train,train,train,train,"[1, 10, 11, 24, 34, 564, 14, 762, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wing
66237,user_1128,the fuselage is smaller,30OG32W0SW4C1LXVEZC5M0MORS6NEG,46.0,e9bbeedf2681b8ad154c6bbaeb7d331f,airplane,ShapeNet,a1bb5d1a075bf7fc37d1c8fcb5a639e2,airplane,ShapeNet,False,airplane/ShapeNet/a1bb5d1a075bf7fc37d1c8fcb5a639e2,airplane/ShapeNet/e9bbeedf2681b8ad154c6bbaeb7d331f,True,airplane,airplane,0,"['the', 'fuselage', 'is', 'small', '-er']",5,the fuselage is small -er,test,train,test,train,"[1, 10, 3575, 7, 111, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
66238,user_1143,The target has a narrower fuselage,3ZGVPD4G6VA87TTB7ICUG9TY4HHTZB,27.0,e9bbeedf2681b8ad154c6bbaeb7d331f,airplane,ShapeNet,a1bb5d1a075bf7fc37d1c8fcb5a639e2,airplane,ShapeNet,False,airplane/ShapeNet/a1bb5d1a075bf7fc37d1c8fcb5a639e2,airplane/ShapeNet/e9bbeedf2681b8ad154c6bbaeb7d331f,True,airplane,airplane,0,"['the', 'target', 'has', 'a', 'narrow', '-er', 'fuselage']",7,the target has a narrow -er fuselage,test,train,test,train,"[1, 10, 11, 24, 26, 210, 9, 3575, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
66241,user_1400,"Target has four visible engines, unlike the two on other.",39U1BHVTDNK7M0MIMBHLC8OJPOIT3I,94.0,acb398aa5605abe5a8cba409c4409ba9,airplane,ShapeNet,95f7a9754cba79469a6e43b878d5b335,airplane,ShapeNet,False,airplane/ShapeNet/95f7a9754cba79469a6e43b878d5b335,airplane/ShapeNet/acb398aa5605abe5a8cba409c4409ba9,True,airplane,airplane,0,"['target', 'has', 'four', 'visible', 'engines', 'unlike', 'the', 'two', 'on', 'other']",10,target has four visible engines unlike the two on other,train,train,train,train,"[1, 11, 24, 322, 185, 3576, 1979, 10, 17, 20, 396, 2, 0, 0, 0, 0, 0, 0]",engine
66243,user_65,It has a smaller wingspan,3EQHHY4HQUL6VANGGU67SM7EDYT5GJ,56.0,1580c09f49bb438a7209009cfb89d4bd,airplane,ShapeNet,ed709305e61acf6a9b017c80f62649a0,airplane,ShapeNet,False,airplane/ShapeNet/ed709305e61acf6a9b017c80f62649a0,airplane/ShapeNet/1580c09f49bb438a7209009cfb89d4bd,True,airplane,airplane,0,"['it', 'has', 'a', 'small', '-er', 'wingspan']",6,it has a small -er wingspan,train,train,train,train,"[1, 23, 24, 26, 111, 9, 3582, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wing
66244,user_655,The tip of the tail is short and blunt,3UOUJI6MTF7Y2B8L65EJOKZPFZWUXK,124.0,1580c09f49bb438a7209009cfb89d4bd,airplane,ShapeNet,ed709305e61acf6a9b017c80f62649a0,airplane,ShapeNet,False,airplane/ShapeNet/ed709305e61acf6a9b017c80f62649a0,airplane/ShapeNet/1580c09f49bb438a7209009cfb89d4bd,True,airplane,airplane,0,"['the', 'tip', 'of', 'the', 'tail', 'is', 'short', 'and', 'blunt']",9,the tip of the tail is short and blunt,train,train,train,train,"[1, 10, 357, 38, 10, 1594, 7, 8, 47, 1487, 2, 0, 0, 0, 0, 0, 0, 0]",tail
66248,user_1689,"The wings of the target are straight, rather than backward-swept.",3UN61F00HYIXK0WUW50JRQLLF3L5RO,224.0,9052a53f45d5f8487d64cad20089f027,airplane,ShapeNet,1f672d2fd5e3f4e78026abe712c1ab05,airplane,ShapeNet,False,airplane/ShapeNet/1f672d2fd5e3f4e78026abe712c1ab05,airplane/ShapeNet/9052a53f45d5f8487d64cad20089f027,True,airplane,airplane,0,"['the', 'wings', 'of', 'the', 'target', 'are', 'straight', 'rather', 'than', 'backward', 'swept']",11,the wings of the target are straight rather than backward swept,train,train,train,train,"[1, 10, 762, 38, 10, 11, 16, 114, 466, 131, 1225, 3593, 2, 0, 0, 0, 0, 0]",wing
66251,user_923,The airlines name is on the fuselage,3YMU66OBIP1IB37BHW7GHJA4IY6HGG,116.0,c00b97813a9cbd72ec85c5551a78ef2b,airplane,ShapeNet,f8bc6483dd3c87085df50a69f2f8e096,airplane,ShapeNet,False,airplane/ShapeNet/f8bc6483dd3c87085df50a69f2f8e096,airplane/ShapeNet/c00b97813a9cbd72ec85c5551a78ef2b,False,airplane,airplane,0,"['the', 'airlines', 'name', 'is', 'on', 'the', 'fuselage']",7,the airlines name is on the fuselage,train,train,train,train,"[1, 10, 3595, 1332, 7, 20, 10, 3575, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
66252,user_1128,There is a logo on the fuselage,3A4TN5196MB5URR6FABXRSPPK3CHCY,50.0,c00b97813a9cbd72ec85c5551a78ef2b,airplane,ShapeNet,f8bc6483dd3c87085df50a69f2f8e096,airplane,ShapeNet,False,airplane/ShapeNet/f8bc6483dd3c87085df50a69f2f8e096,airplane/ShapeNet/c00b97813a9cbd72ec85c5551a78ef2b,False,airplane,airplane,0,"['there', 'is', 'a', 'logo', 'on', 'the', 'fuselage']",7,there is a logo on the fuselage,train,train,train,train,"[1, 15, 7, 26, 604, 20, 10, 3575, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
66254,user_923,The back of the wings sweep forward,3ZY8KE4ISLWE6TW9PHTWQY5FW0RVQG,102.0,94981062a6f3748844750bbcfe7b8fee,airplane,ShapeNet,150cdc45dabde04f7f29c61065b4dc5a,airplane,ShapeNet,False,airplane/ShapeNet/150cdc45dabde04f7f29c61065b4dc5a,airplane/ShapeNet/94981062a6f3748844750bbcfe7b8fee,True,airplane,airplane,0,"['the', 'back', 'of', 'the', 'wings', 'sweep', 'forward']",7,the back of the wings sweep forward,train,train,train,train,"[1, 10, 183, 38, 10, 762, 3596, 236, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wing
66255,user_1607,there are two propellers are each side of the wingspan,3MX2NQ3YCBNHHWI6546BG879GCW5XU,77.0,a18f4e4c291761fa7cebb3dd777c66be,airplane,ShapeNet,557429a274a21e1e6a257cd6bc529741,airplane,ShapeNet,False,airplane/ShapeNet/557429a274a21e1e6a257cd6bc529741,airplane/ShapeNet/a18f4e4c291761fa7cebb3dd777c66be,True,airplane,airplane,0,"['there', 'are', 'two', 'propellers', 'are', 'each', 'side', 'of', 'the', 'wingspan']",10,there are two propellers are each side of the wingspan,train,train,train,train,"[1, 15, 16, 17, 3589, 16, 21, 22, 38, 10, 3582, 2, 0, 0, 0, 0, 0, 0]",wing
66256,user_2046,The target plane has four engines,3VD82FOHKSHFM8DTJN6NB1MQWQDOCI,180.0,a18f4e4c291761fa7cebb3dd777c66be,airplane,ShapeNet,557429a274a21e1e6a257cd6bc529741,airplane,ShapeNet,False,airplane/ShapeNet/557429a274a21e1e6a257cd6bc529741,airplane/ShapeNet/a18f4e4c291761fa7cebb3dd777c66be,True,airplane,airplane,0,"['the', 'target', 'plane', 'has', 'four', 'engines']",6,the target plane has four engines,train,train,train,train,"[1, 10, 11, 1576, 24, 322, 3576, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",engine
66259,user_65,It has a smaller wingspan,3F6HPJW4JFTATZUTDG8RGIQQNAH2WZ,57.0,cc1e143cf7da051a6a6dc7e2bbcd098,airplane,ShapeNet,2a3d485b0214d6a182389daa2190d234,airplane,ShapeNet,False,airplane/ShapeNet/2a3d485b0214d6a182389daa2190d234,airplane/ShapeNet/cc1e143cf7da051a6a6dc7e2bbcd098,False,airplane,airplane,0,"['it', 'has', 'a', 'small', '-er', 'wingspan']",6,it has a small -er wingspan,train,train,train,train,"[1, 23, 24, 26, 111, 9, 3582, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wing
